child_name,filename,speaker,source,model_name,model_type,n_attested_nouns,tpr_the,tpr_a,tpr_overall,n_transitions_to_the,n_transitions_to_a,n_previous_a,n_previous_the,n_maintained,n_total
Carl,020222.cha,other_adult,human,Human,baseline,29,,,,0,0,0,0,0,0
Carl,020619.cha,child,human,Human,baseline,39,1.0,0.14285714285714285,0.3333333333333333,2,1,2,7,6,9
Carl,020619.cha,mother,human,Human,baseline,39,0.5,0.2,0.25,1,2,2,10,9,12
Carl,020619.cha,other_adult,human,Human,baseline,39,,,,0,0,0,0,0,0
Carl,010902.cha,child,human,Human,baseline,9,0.2222222222222222,0.5454545454545454,0.4,2,6,9,11,12,20
Carl,010902.cha,mother,human,Human,baseline,9,0.2222222222222222,0.08333333333333333,0.14285714285714285,2,1,9,12,18,21
Carl,010902.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
Carl,020508.cha,child,human,Human,baseline,34,0.8333333333333334,0.375,0.5714285714285714,5,3,6,8,6,14
Carl,020508.cha,mother,human,Human,baseline,34,0.14285714285714285,0.16666666666666666,0.15789473684210525,1,2,7,12,16,19
Carl,020508.cha,other_adult,human,Human,baseline,34,,,,0,0,0,0,0,0
Carl,020520.cha,child,human,Human,baseline,37,0.16666666666666666,0.0,0.058823529411764705,1,0,6,11,16,17
Carl,020520.cha,mother,human,Human,baseline,37,0.4,0.2,0.3333333333333333,4,1,10,5,10,15
Carl,020520.cha,other_adult,human,Human,baseline,37,,,,0,0,0,0,0,0
Carl,020125.cha,child,human,Human,baseline,26,0.0,0.0,0.0,0,0,1,1,2,2
Carl,020125.cha,mother,human,Human,baseline,26,0.0,0.0,0.0,0,0,2,4,6,6
Carl,020125.cha,other_adult,human,Human,baseline,26,,,,0,0,0,0,0,0
Carl,020327.cha,child,human,Human,baseline,33,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,4,3,6,3,9
Carl,020327.cha,mother,human,Human,baseline,33,0.0,0.4,0.3333333333333333,0,2,1,5,4,6
Carl,020327.cha,other_adult,human,Human,baseline,33,,,,0,0,0,0,0,0
Carl,020319.cha,child,human,Human,baseline,32,0.3333333333333333,0.3,0.3076923076923077,1,3,3,10,9,13
Carl,020319.cha,mother,human,Human,baseline,32,0.5,0.2,0.3125,3,2,6,10,11,16
Carl,020319.cha,other_adult,human,Human,baseline,32,,,,0,0,0,0,0,0
Carl,011112.cha,child,human,Human,baseline,20,0.5714285714285714,0.42857142857142855,0.5,4,3,7,7,7,14
Carl,011112.cha,mother,human,Human,baseline,20,0.2857142857142857,0.25,0.26666666666666666,2,2,7,8,11,15
Carl,011112.cha,other_adult,human,Human,baseline,20,,,,0,0,0,0,0,0
Carl,011103.cha,child,human,Human,baseline,19,0.6,0.16666666666666666,0.36363636363636365,3,1,5,6,7,11
Carl,011103.cha,mother,human,Human,baseline,19,0.3333333333333333,0.09090909090909091,0.14285714285714285,1,1,3,11,12,14
Carl,011103.cha,other_adult,human,Human,baseline,19,,,,0,0,0,0,0,0
Carl,020527.cha,child,human,Human,baseline,38,0.4,0.2,0.26666666666666666,2,2,5,10,11,15
Carl,020527.cha,mother,human,Human,baseline,38,0.2,0.25,0.23076923076923078,1,2,5,8,10,13
Carl,020527.cha,other_adult,human,Human,baseline,38,,,,0,0,0,0,0,0
Carl,011129.cha,child,human,Human,baseline,25,0.16666666666666666,0.4444444444444444,0.2857142857142857,2,4,12,9,15,21
Carl,011129.cha,mother,human,Human,baseline,25,0.25,0.1111111111111111,0.19047619047619047,3,1,12,9,17,21
Carl,011129.cha,other_adult,human,Human,baseline,25,,,,0,0,0,0,0,0
Carl,011115.cha,child,human,Human,baseline,23,0.3,0.3333333333333333,0.3157894736842105,3,3,10,9,13,19
Carl,011115.cha,mother,human,Human,baseline,23,0.2727272727272727,0.23076923076923078,0.25,3,3,11,13,18,24
Carl,011115.cha,other_adult,human,Human,baseline,23,,,,0,0,0,0,0,0
Carl,020703.cha,child,human,Human,baseline,41,0.4666666666666667,0.1,0.32,7,1,15,10,17,25
Carl,020703.cha,mother,human,Human,baseline,41,0.2,0.3888888888888889,0.34782608695652173,1,7,5,18,15,23
Carl,020703.cha,other_adult,human,Human,baseline,41,,,,0,0,0,0,0,0
Carl,020304.cha,child,human,Human,baseline,31,0.4444444444444444,0.0,0.2222222222222222,4,0,9,9,14,18
Carl,020304.cha,mother,human,Human,baseline,31,0.2,0.14285714285714285,0.15789473684210525,1,2,5,14,16,19
Carl,020304.cha,other_adult,human,Human,baseline,31,,,,0,0,0,0,0,0
Carl,020711.cha,child,human,Human,baseline,43,0.5,0.6666666666666666,0.5555555555555556,3,2,6,3,4,9
Carl,020711.cha,mother,human,Human,baseline,43,0.2,1.0,0.42857142857142855,1,2,5,2,4,7
Carl,020711.cha,other_adult,human,Human,baseline,43,,,,0,0,0,0,0,0
Carl,010822.cha,child,human,Human,baseline,4,0.0,0.4,0.18181818181818182,0,2,6,5,9,11
Carl,010822.cha,mother,human,Human,baseline,4,0.375,0.2,0.3076923076923077,3,1,8,5,9,13
Carl,010822.cha,other_adult,human,Human,baseline,4,,,,0,0,0,0,0,0
Carl,020513.cha,child,human,Human,baseline,35,0.75,0.5,0.7,6,1,8,2,3,10
Carl,020513.cha,mother,human,Human,baseline,35,0.16666666666666666,0.5,0.375,1,5,6,10,10,16
Carl,020513.cha,other_adult,human,Human,baseline,35,,,,0,0,0,0,0,0
Carl,020103.cha,child,human,Human,baseline,26,0.0,0.0,0.0,0,0,1,1,2,2
Carl,020103.cha,mother,human,Human,baseline,26,,0.0,0.0,0,0,0,2,2,2
Carl,020103.cha,other_adult,human,Human,baseline,26,,,,0,0,0,0,0,0
Carl,020116.cha,child,human,Human,baseline,26,,0.5,0.5,0,1,0,2,1,2
Carl,020116.cha,mother,human,Human,baseline,26,0.6,0.0,0.5,3,0,5,1,3,6
Carl,020116.cha,other_adult,human,Human,baseline,26,,,,0,0,0,0,0,0
Carl,011122.cha,child,human,Human,baseline,24,0.625,0.0,0.5555555555555556,5,0,8,1,4,9
Carl,011122.cha,mother,human,Human,baseline,24,0.0,0.6666666666666666,0.2857142857142857,0,2,4,3,5,7
Carl,011122.cha,other_adult,human,Human,baseline,24,,,,0,0,0,0,0,0
Carl,020006.cha,child,human,Human,baseline,26,0.5,0.14285714285714285,0.2222222222222222,1,1,2,7,7,9
Carl,020006.cha,mother,human,Human,baseline,26,0.0,0.16666666666666666,0.125,0,1,2,6,7,8
Carl,020006.cha,other_adult,human,Human,baseline,26,,,,0,0,0,0,0,0
Carl,011019.cha,child,human,Human,baseline,17,0.5714285714285714,0.0,0.25,4,0,7,9,12,16
Carl,011019.cha,mother,human,Human,baseline,17,0.5,0.38461538461538464,0.4117647058823529,2,5,4,13,10,17
Carl,011019.cha,other_adult,human,Human,baseline,17,,,,0,0,0,0,0,0
Carl,020410.cha,child,human,Human,baseline,34,0.3333333333333333,0.5,0.4444444444444444,1,3,3,6,5,9
Carl,020410.cha,mother,human,Human,baseline,34,0.5,0.16666666666666666,0.3333333333333333,3,1,6,6,8,12
Carl,020410.cha,other_adult,human,Human,baseline,34,,,,0,0,0,0,0,0
Carl,020215.cha,child,human,Human,baseline,26,0.5,1.0,0.6666666666666666,2,2,4,2,2,6
Carl,020215.cha,mother,human,Human,baseline,26,0.5,0.0,0.42857142857142855,3,0,6,1,4,7
Carl,020215.cha,other_adult,human,Human,baseline,26,,,,0,0,0,0,0,0
Carl,010922.cha,child,human,Human,baseline,13,,0.0,0.0,0,0,0,4,4,4
Carl,010922.cha,mother,human,Human,baseline,13,,0.16666666666666666,0.16666666666666666,0,1,0,6,5,6
Carl,010922.cha,other_adult,human,Human,baseline,13,,,,0,0,0,0,0,0
Carl,020228.cha,child,human,Human,baseline,29,0.2,0.125,0.15384615384615385,1,1,5,8,11,13
Carl,020228.cha,mother,human,Human,baseline,29,0.3333333333333333,0.125,0.21428571428571427,2,1,6,8,11,14
Carl,020228.cha,other_adult,human,Human,baseline,29,,,,0,0,0,0,0,0
Joel,020422.cha,child,human,Human,baseline,3,0.3333333333333333,1.0,0.5,1,1,3,1,2,4
Joel,020422.cha,mother,human,Human,baseline,3,0.0,0.5,0.2,0,1,3,2,4,5
Joel,020422.cha,other_adult,human,Human,baseline,3,,,,0,0,0,0,0,0
Joel,020800.cha,child,human,Human,baseline,9,,0.0,0.0,0,0,0,1,1,1
Joel,020800.cha,mother,human,Human,baseline,9,,,,0,0,0,0,0,0
Joel,020800.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
Joel,020626.cha,child,human,Human,baseline,9,0.0,,0.0,0,0,1,0,1,1
Joel,020626.cha,mother,human,Human,baseline,9,,,,0,0,0,0,0,0
Joel,020626.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
Joel,020619.cha,child,human,Human,baseline,9,0.5,0.0,0.25,1,0,2,2,3,4
Joel,020619.cha,mother,human,Human,baseline,9,,0.0,0.0,0,0,0,2,2,2
Joel,020619.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
Joel,020221.cha,child,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020221.cha,mother,human,Human,baseline,1,0.0,,0.0,0,0,1,0,1,1
Joel,020221.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,021004.cha,child,human,Human,baseline,11,,0.0,0.0,0,0,0,1,1,1
Joel,021004.cha,mother,human,Human,baseline,11,0.0,,0.0,0,0,1,0,1,1
Joel,021004.cha,other_adult,human,Human,baseline,11,,,,0,0,0,0,0,0
Joel,021011.cha,child,human,Human,baseline,11,,,,0,0,0,0,0,0
Joel,021011.cha,mother,human,Human,baseline,11,0.0,,0.0,0,0,1,0,1,1
Joel,021011.cha,other_adult,human,Human,baseline,11,,,,0,0,0,0,0,0
Joel,020709.cha,child,human,Human,baseline,9,,0.0,0.0,0,0,0,1,1,1
Joel,020709.cha,mother,human,Human,baseline,9,,1.0,1.0,0,1,0,1,0,1
Joel,020709.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
Joel,020325.cha,child,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020325.cha,mother,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020325.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020913.cha,child,human,Human,baseline,10,0.0,0.0,0.0,0,0,1,1,2,2
Joel,020913.cha,mother,human,Human,baseline,10,,0.0,0.0,0,0,0,3,3,3
Joel,020913.cha,other_adult,human,Human,baseline,10,,,,0,0,0,0,0,0
Joel,020526.cha,child,human,Human,baseline,6,0.0,0.16666666666666666,0.14285714285714285,0,1,1,6,6,7
Joel,020526.cha,mother,human,Human,baseline,6,1.0,0.0,0.375,3,0,3,5,5,8
Joel,020526.cha,other_adult,human,Human,baseline,6,,,,0,0,0,0,0,0
Joel,020123.cha,child,human,Human,baseline,1,,0.5,0.5,0,1,0,2,1,2
Joel,020123.cha,mother,human,Human,baseline,1,0.5,,0.5,1,0,2,0,1,2
Joel,020123.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020900.cha,child,human,Human,baseline,10,,,,0,0,0,0,0,0
Joel,020900.cha,mother,human,Human,baseline,10,,,,0,0,0,0,0,0
Joel,020900.cha,other_adult,human,Human,baseline,10,,,,0,0,0,0,0,0
Joel,011129.cha,child,human,Human,baseline,1,0.0,,0.0,0,0,1,0,1,1
Joel,011129.cha,mother,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,011129.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020110.cha,child,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020110.cha,mother,human,Human,baseline,1,,0.0,0.0,0,0,0,1,1,1
Joel,020110.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020716.cha,child,human,Human,baseline,9,1.0,0.0,0.5,1,0,1,1,1,2
Joel,020716.cha,mother,human,Human,baseline,9,1.0,0.5,0.6666666666666666,1,1,1,2,1,3
Joel,020716.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
Joel,020304.cha,child,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020304.cha,mother,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020304.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020513.cha,child,human,Human,baseline,5,0.5,0.25,0.3333333333333333,1,1,2,4,4,6
Joel,020513.cha,mother,human,Human,baseline,5,0.0,0.0,0.0,0,0,1,3,4,4
Joel,020513.cha,other_adult,human,Human,baseline,5,,,,0,0,0,0,0,0
Joel,011122.cha,child,human,Human,baseline,1,1.0,,1.0,1,0,1,0,0,1
Joel,011122.cha,mother,human,Human,baseline,1,0.0,0.0,0.0,0,0,1,1,2,2
Joel,011122.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020506.cha,child,human,Human,baseline,3,,,,0,0,0,0,0,0
Joel,020506.cha,mother,human,Human,baseline,3,,1.0,1.0,0,1,0,1,0,1
Joel,020506.cha,other_adult,human,Human,baseline,3,,,,0,0,0,0,0,0
Joel,020920.cha,child,human,Human,baseline,10,0.0,0.0,0.0,0,0,2,3,5,5
Joel,020920.cha,mother,human,Human,baseline,10,0.3333333333333333,0.0,0.16666666666666666,1,0,3,3,5,6
Joel,020920.cha,other_adult,human,Human,baseline,10,,,,0,0,0,0,0,0
Joel,020012.cha,child,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020012.cha,mother,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020012.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020402.cha,child,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020402.cha,mother,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020402.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020207.cha,child,human,Human,baseline,1,1.0,0.0,0.5,1,0,1,1,1,2
Joel,020207.cha,mother,human,Human,baseline,1,,0.0,0.0,0,0,0,2,2,2
Joel,020207.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Joel,020429.cha,child,human,Human,baseline,3,1.0,0.0,0.5,1,0,1,1,1,2
Joel,020429.cha,mother,human,Human,baseline,3,,0.0,0.0,0,0,0,1,1,1
Joel,020429.cha,other_adult,human,Human,baseline,3,,,,0,0,0,0,0,0
Joel,020612.cha,child,human,Human,baseline,7,,0.0,0.0,0,0,0,1,1,1
Joel,020612.cha,mother,human,Human,baseline,7,,0.0,0.0,0,0,0,1,1,1
Joel,020612.cha,other_adult,human,Human,baseline,7,,,,0,0,0,0,0,0
Joel,020809.cha,child,human,Human,baseline,9,1.0,,1.0,1,0,1,0,0,1
Joel,020809.cha,mother,human,Human,baseline,9,0.0,1.0,0.5,0,1,1,1,1,2
Joel,020809.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
Joel,020605.cha,child,human,Human,baseline,7,,0.3333333333333333,0.3333333333333333,0,1,0,3,2,3
Joel,020605.cha,mother,human,Human,baseline,7,,0.0,0.0,0,0,0,1,1,1
Joel,020605.cha,other_adult,human,Human,baseline,7,,,,0,0,0,0,0,0
Joel,020823.cha,child,human,Human,baseline,10,0.0,0.5,0.4,0,2,1,4,3,5
Joel,020823.cha,mother,human,Human,baseline,10,0.6666666666666666,0.0,0.3333333333333333,2,0,3,3,4,6
Joel,020823.cha,other_adult,human,Human,baseline,10,,,,0,0,0,0,0,0
Ruth,020807.cha,child,human,Human,baseline,8,0.6,0.5,0.5714285714285714,3,1,5,2,3,7
Ruth,020807.cha,mother,human,Human,baseline,8,0.6,0.5,0.5714285714285714,3,1,5,2,3,7
Ruth,020807.cha,other_adult,human,Human,baseline,8,,,,0,0,0,0,0,0
Ruth,020408.cha,child,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020408.cha,mother,human,Human,baseline,1,0.0,,0.0,0,0,1,0,1,1
Ruth,020408.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,021114.cha,child,human,Human,baseline,17,0.16666666666666666,0.2857142857142857,0.23076923076923078,1,2,6,7,10,13
Ruth,021114.cha,mother,human,Human,baseline,17,0.2857142857142857,0.0,0.18181818181818182,2,0,7,4,9,11
Ruth,021114.cha,other_adult,human,Human,baseline,17,,,,0,0,0,0,0,0
Ruth,020619.cha,child,human,Human,baseline,4,0.0,1.0,0.3333333333333333,0,1,2,1,2,3
Ruth,020619.cha,mother,human,Human,baseline,4,0.0,1.0,0.3333333333333333,0,1,2,1,2,3
Ruth,020619.cha,other_adult,human,Human,baseline,4,,,,0,0,0,0,0,0
Ruth,020520.cha,child,human,Human,baseline,2,1.0,0.5,0.6666666666666666,1,1,1,2,1,3
Ruth,020520.cha,mother,human,Human,baseline,2,1.0,0.5,0.6666666666666666,1,1,1,2,1,3
Ruth,020520.cha,other_adult,human,Human,baseline,2,,,,0,0,0,0,0,0
Ruth,020124.cha,child,human,Human,baseline,1,1.0,,1.0,1,0,1,0,0,1
Ruth,020124.cha,mother,human,Human,baseline,1,0.0,,0.0,0,0,1,0,1,1
Ruth,020124.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020325.cha,child,human,Human,baseline,1,,1.0,1.0,0,1,0,1,0,1
Ruth,020325.cha,mother,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020325.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020724.cha,child,human,Human,baseline,6,0.0,,0.0,0,0,3,0,3,3
Ruth,020724.cha,mother,human,Human,baseline,6,0.0,0.0,0.0,0,0,2,1,3,3
Ruth,020724.cha,other_adult,human,Human,baseline,6,,,,0,0,0,0,0,0
Ruth,020527.cha,child,human,Human,baseline,2,,,,0,0,0,0,0,0
Ruth,020527.cha,mother,human,Human,baseline,2,,,,0,0,0,0,0,0
Ruth,020527.cha,other_adult,human,Human,baseline,2,,,,0,0,0,0,0,0
Ruth,020902.cha,child,human,Human,baseline,11,0.5,0.2857142857142857,0.3333333333333333,1,2,2,7,6,9
Ruth,020902.cha,mother,human,Human,baseline,11,0.5,0.5,0.5,1,4,2,8,5,10
Ruth,020902.cha,other_adult,human,Human,baseline,11,,,,0,0,0,0,0,0
Ruth,020717.cha,child,human,Human,baseline,6,0.0,0.5,0.4,0,2,1,4,3,5
Ruth,020717.cha,mother,human,Human,baseline,6,0.75,0.0,0.6,3,0,4,1,2,5
Ruth,020717.cha,other_adult,human,Human,baseline,6,,,,0,0,0,0,0,0
Ruth,020110.cha,child,human,Human,baseline,1,,0.0,0.0,0,0,0,1,1,1
Ruth,020110.cha,mother,human,Human,baseline,1,1.0,,1.0,1,0,1,0,0,1
Ruth,020110.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020306.cha,child,human,Human,baseline,1,,0.0,0.0,0,0,0,1,1,1
Ruth,020306.cha,mother,human,Human,baseline,1,,0.0,0.0,0,0,0,1,1,1
Ruth,020306.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020304.cha,child,human,Human,baseline,1,1.0,,1.0,2,0,2,0,0,2
Ruth,020304.cha,mother,human,Human,baseline,1,0.0,0.0,0.0,0,0,1,1,2,2
Ruth,020304.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,021023.cha,child,human,Human,baseline,15,0.25,0.125,0.16666666666666666,1,1,4,8,10,12
Ruth,021023.cha,mother,human,Human,baseline,15,0.25,0.1111111111111111,0.17647058823529413,2,1,8,9,14,17
Ruth,021023.cha,other_adult,human,Human,baseline,15,,,,0,0,0,0,0,0
Ruth,020117.cha,child,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020117.cha,mother,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020117.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020103.cha,child,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020103.cha,mother,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020103.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020506.cha,child,human,Human,baseline,1,0.0,,0.0,0,0,1,0,1,1
Ruth,020506.cha,mother,human,Human,baseline,1,1.0,,1.0,1,0,1,0,0,1
Ruth,020506.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020923.cha,child,human,Human,baseline,13,0.0,0.5,0.14285714285714285,0,1,5,2,6,7
Ruth,020923.cha,mother,human,Human,baseline,13,0.75,0.0,0.5,3,0,4,2,3,6
Ruth,020923.cha,other_adult,human,Human,baseline,13,,,,0,0,0,0,0,0
Ruth,020710.cha,child,human,Human,baseline,4,,,,0,0,0,0,0,0
Ruth,020710.cha,mother,human,Human,baseline,4,,,,0,0,0,0,0,0
Ruth,020710.cha,other_adult,human,Human,baseline,4,,,,0,0,0,0,0,0
Ruth,020909.cha,child,human,Human,baseline,11,0.0,0.0,0.0,0,0,1,2,3,3
Ruth,020909.cha,mother,human,Human,baseline,11,0.0,0.5,0.3333333333333333,0,1,1,2,2,3
Ruth,020909.cha,other_adult,human,Human,baseline,11,,,,0,0,0,0,0,0
Ruth,011120.cha,child,human,Human,baseline,1,,0.5,0.5,0,1,0,2,1,2
Ruth,011120.cha,mother,human,Human,baseline,1,0.0,,0.0,0,0,2,0,2,2
Ruth,011120.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,021009.cha,child,human,Human,baseline,14,0.3333333333333333,0.6666666666666666,0.5,1,2,3,3,3,6
Ruth,021009.cha,mother,human,Human,baseline,14,0.0,0.5,0.25,0,2,4,4,6,8
Ruth,021009.cha,other_adult,human,Human,baseline,14,,,,0,0,0,0,0,0
Ruth,020005.cha,child,human,Human,baseline,1,0.0,,0.0,0,0,1,0,1,1
Ruth,020005.cha,mother,human,Human,baseline,1,0.0,,0.0,0,0,1,0,1,1
Ruth,020005.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020207.cha,child,human,Human,baseline,1,1.0,1.0,1.0,1,1,1,1,0,2
Ruth,020207.cha,mother,human,Human,baseline,1,0.0,,0.0,0,0,1,0,1,1
Ruth,020207.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020429.cha,child,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020429.cha,mother,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020429.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020415.cha,child,human,Human,baseline,1,,0.0,0.0,0,0,0,1,1,1
Ruth,020415.cha,mother,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020415.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020401.cha,child,human,Human,baseline,1,1.0,1.0,1.0,1,1,1,1,0,2
Ruth,020401.cha,mother,human,Human,baseline,1,0.0,1.0,0.5,0,1,1,1,1,2
Ruth,020401.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020612.cha,child,human,Human,baseline,2,0.5,1.0,0.6666666666666666,1,1,2,1,1,3
Ruth,020612.cha,mother,human,Human,baseline,2,0.0,1.0,0.3333333333333333,0,1,2,1,2,3
Ruth,020612.cha,other_adult,human,Human,baseline,2,,,,0,0,0,0,0,0
Ruth,020821.cha,child,human,Human,baseline,10,0.6666666666666666,0.3333333333333333,0.5,2,1,3,3,3,6
Ruth,020821.cha,mother,human,Human,baseline,10,0.3333333333333333,0.0,0.16666666666666666,1,0,3,3,5,6
Ruth,020821.cha,other_adult,human,Human,baseline,10,,,,0,0,0,0,0,0
Ruth,021121.cha,child,human,Human,baseline,17,0.0,0.5,0.3333333333333333,0,1,1,2,2,3
Ruth,021121.cha,mother,human,Human,baseline,17,0.3333333333333333,0.0,0.25,1,0,3,1,3,4
Ruth,021121.cha,other_adult,human,Human,baseline,17,,,,0,0,0,0,0,0
Ruth,020214.cha,child,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020214.cha,mother,human,Human,baseline,1,,,,0,0,0,0,0,0
Ruth,020214.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Aran,020225.cha,child,human,Human,baseline,17,0.25,0.3333333333333333,0.3125,1,4,4,12,11,16
Aran,020225.cha,mother,human,Human,baseline,17,0.3333333333333333,0.1,0.21052631578947367,3,1,9,10,15,19
Aran,020225.cha,other_adult,human,Human,baseline,17,,,,0,0,0,0,0,0
Aran,020812.cha,child,human,Human,baseline,33,0.3333333333333333,0.25,0.2857142857142857,1,1,3,4,5,7
Aran,020812.cha,mother,human,Human,baseline,33,0.3333333333333333,0.5,0.42857142857142855,1,2,3,4,4,7
Aran,020812.cha,other_adult,human,Human,baseline,33,,,,0,0,0,0,0,0
Aran,020218.cha,child,human,Human,baseline,15,0.6,0.3333333333333333,0.4117647058823529,3,4,5,12,10,17
Aran,020218.cha,mother,human,Human,baseline,15,0.42857142857142855,0.09090909090909091,0.2222222222222222,3,1,7,11,14,18
Aran,020218.cha,other_adult,human,Human,baseline,15,,,,0,0,0,0,0,0
Aran,020420.cha,child,human,Human,baseline,23,0.4444444444444444,0.6666666666666666,0.5333333333333333,4,4,9,6,7,15
Aran,020420.cha,mother,human,Human,baseline,23,0.2,0.25,0.2222222222222222,2,2,10,8,14,18
Aran,020420.cha,other_adult,human,Human,baseline,23,,,,0,0,0,0,0,0
Aran,020009.cha,child,human,Human,baseline,7,0.2222222222222222,0.5,0.38095238095238093,2,6,9,12,13,21
Aran,020009.cha,mother,human,Human,baseline,7,0.3076923076923077,0.0,0.2,4,0,13,7,16,20
Aran,020009.cha,other_adult,human,Human,baseline,7,,,,0,0,0,0,0,0
Aran,020427.cha,child,human,Human,baseline,23,0.0,0.25,0.2222222222222222,0,2,1,8,7,9
Aran,020427.cha,mother,human,Human,baseline,23,0.0,0.0,0.0,0,0,5,4,9,9
Aran,020427.cha,other_adult,human,Human,baseline,23,,,,0,0,0,0,0,0
Aran,020721.cha,child,human,Human,baseline,32,0.25,0.75,0.5,1,3,4,4,4,8
Aran,020721.cha,mother,human,Human,baseline,32,0.0,0.25,0.125,0,1,4,4,7,8
Aran,020721.cha,other_adult,human,Human,baseline,32,,,,0,0,0,0,0,0
Aran,021007.cha,child,human,Human,baseline,38,0.0,0.0,0.0,0,0,1,5,6,6
Aran,021007.cha,mother,human,Human,baseline,38,0.0,0.0,0.0,0,0,1,6,7,7
Aran,021007.cha,other_adult,human,Human,baseline,38,,,,0,0,0,0,0,0
Aran,020902.cha,child,human,Human,baseline,37,0.7777777777777778,0.08333333333333333,0.38095238095238093,7,1,9,12,13,21
Aran,020902.cha,mother,human,Human,baseline,37,0.0,0.14285714285714285,0.09523809523809523,0,2,7,14,19,21
Aran,020902.cha,other_adult,human,Human,baseline,37,,,,0,0,0,0,0,0
Aran,020121.cha,child,human,Human,baseline,11,0.5,0.5,0.5,1,2,2,4,3,6
Aran,020121.cha,mother,human,Human,baseline,11,0.4,0.0,0.25,2,0,5,3,6,8
Aran,020121.cha,other_adult,human,Human,baseline,11,,,,0,0,0,0,0,0
Aran,021000.cha,child,human,Human,baseline,38,0.0,0.3333333333333333,0.2,0,1,2,3,4,5
Aran,021000.cha,mother,human,Human,baseline,38,0.0,0.3333333333333333,0.14285714285714285,0,1,4,3,6,7
Aran,021000.cha,other_adult,human,Human,baseline,38,,,,0,0,0,0,0,0
Aran,021028.cha,child,human,Human,baseline,40,0.6666666666666666,0.5,0.5714285714285714,2,2,3,4,3,7
Aran,021028.cha,mother,human,Human,baseline,40,0.0,0.14285714285714285,0.1,0,1,3,7,9,10
Aran,021028.cha,other_adult,human,Human,baseline,40,,,,0,0,0,0,0,0
